id,title,sector_name,administrative_level,estimated_cost,investment_status,project_status
7542,Construction de quatres boutiques dans le marché de BADEKPAROU,Boutique,BADÉKPAROU,2166667,p,N
5418,Construction de retenue d'eau,Autre,PARTAGO,2166667,p,N
4833,Construction des aires de battage du riz,Aménagement,APPI,2166667,p,N
4535,Construction des aires de séchage,Autre,ASSION,2166667,p,N
10833,Construction des airs de pâturage,Aménagement,GBASSÈ,2166667,p,N
13119,Construction  de salle d’alphabétisation en langue fulfulde,Infrastructure d’alphabétisation,GORA -PEULH,2166667,p,N
5255,Construction de salle de classe équipée,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires,YARI,2166667,p,N
5274,Construction de salle de classe équipée de table bancs,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires,NAGAYILÉ,2166667,p,N
5282,Construction de salle de classe équipée de table bancs au CEG,Table + bancs pour les collèges et lycées,NAGAYILÉ,2166667,p,N
12715,Construction de salle de jeu au profit des jeunes,Autre,MADINA DE DJOUGOU1,2166667,p,N
6479,Construction de salle de jeux à guinagourou,Jeu ludique,GAH-MARO,2166667,p,N
6499,Construction de salle de jeux à Guinagourou,Jeu ludique,GUINAGOUROU,2166667,p,N
7554,Construction de salle de jeux et place publique,Jeu ludique,BADÉKPAROU,2166667,p,N
7573,Construction de salle de jeux pour le renforcement de la cohésion sociale,Jeu ludique,KOUBOU,2166667,p,N
3648,Construction de salles d’Alphabétisation en langue peulh et lokpa,Infrastructure d’alphabétisation,TCHALADÈ,2166667,p,N
6011,Construction de salles de classe à l'epp boké,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires,BOKÉ,2166667,p,N
7971,Construction de salles de classe au primaire,Autre,KPAWOLOU DE NIKKI,2166667,p,N
3636,Construction de salles de classes à l’école maternelle de Tchaladè,Module de deux (2) salles de classe pour les écoles maternelles,TCHALADÈ,2166667,p,N
3614,Construction de salles de classes à l’EPP Alayomdè,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires,ALAYOMDÈ,2166667,p,N
3592,Construction de salles polyvalente,Autre,SONATÉ,2166667,p,N
7485,Construction des blocs de latrines au marché de Kalalé -Zina,Bloc de latrines pour les marchés locaux,KALALÉ-ZINA,2166667,p,N
8417,Construction  des bloque de latrine,Blocs de latrines publiques modernes,GOUNIN DE PARAKOU1,2166667,p,N
8401,Construction  des boutiques,Boutique,GAANON,2166667,p,N
4727,Construction des boutiques,Boutique,FOUNGA,2166667,p,N
11787,Construction des boutiques,Boutique,NATIÉNI,2166667,p,N
13486,Construction des boutiques,Boutique,BORIFIÉRI,2166667,p,N
6567,Construction des boutiques,Boutique,DIGUIDIROU,2166667,p,N
7763,Construction des boutiques,Boutique,OUROUMON,2166667,p,N
7447,Construction des boutiques au marché de Kalalé -Zina,Boutique,GOUDÉMA,2166667,p,N
10712,Construction des boutiques au marché de wara,Boutique,DASSARI DE WARA,2166667,p,N
6075,Construction des boutiques au niveau du marché,Boutique,KPARO,2166667,p,N
6135,Construction des boutiques au niveau du marché,Boutique,BAOURA,2166667,p,N
8337,Construction des boutiques au niveau du marché de Bouca,Boutique,KARÈL,2166667,p,N
6234,Construction des boutiques dans le marché,Boutique,GNINSY,2166667,p,N
4624,Construction des boutiques dans le marché,Boutique,PARTAGO DE ALEDJO,2166667,p,N
13467,Construction des boutiques dans le marché,Boutique,YÉDÉKAHOUN,2166667,p,N
10152,Construction des boutiques dans le marché à bétail,Boutique,TASSI-TÉDJI-BANIZOUNBOU,2166667,p,N
6607,Construction des boutiques dans le marché de Diguidirou,Boutique,SOMBIRIKPÉROU,2166667,p,N
10554,Construction des boutiques dans le marché de Dougou,Boutique,DOUGOU,2166667,p,N
10574,Construction des boutiques dans le marché de Dougou,Boutique,KALÉ,2166667,p,N
6274,Construction des boutiques dans le marché de Gninsy,Boutique,GNINSY-PEULH,2166667,p,N
6254,Construction des boutiques dans le marché de Gninsy,Boutique,GOROBANI DE GNINSY,2166667,p,N
6375,Construction des boutiques dans le marché de Nassy,Boutique,NASSY-GANDO,2166667,p,N
10798,Construction des boutiques dans le marché de Ségbana,Boutique,MAFOUTA-WAASSARÈ,2166667,p,N
10534,Construction des boutiques dans le marché de Soukarou,Boutique,SOUKAROU,2166667,p,N
8619,Construction des boutiques dans le marché de Tchatchou,Boutique,BOUKOUSSÉRA,2166667,p,N
14308,Construction des boutiques dans le village,Boutique,BOUYÉROU,2166667,p,N
7871,Construction des boutiques de distribution des compléments alimentaires au profit des bétails dans le village,Boutique,GBAOUSSI,2166667,p,N
8878,"Construction des boutiques, des hangars, des étals et entrepôts dans le marché Banhoun-Kpo",Hangar de marché,BOUNIN,2166667,p,N
3239,"Construction  des boutiques,des hangars  et des magasins de stockage offrant un cadre de vie attractif",Hangar de marché,LANDA,2166667,p,N
7463,Construction des boutiques équipée de panneaux solaires,Électrification rurale hors réseau,KALALÉ-PEULH,2166667,p,N
7483,Construction des boutiques équipée de panneaux solaires au marché de Kalalé -Zina,Hangar de marché,KALALÉ-ZINA,2166667,p,N
7504,Construction des boutiques équipée de panneaux solaires au marché de Kidarouperou,Hangar de marché,KIDAROUKPÉROU,2166667,p,N
2988,Construction des boutiques et hangars,Hangar de marché,KOUBORO,2166667,p,N
3008,Construction des boutiques et hangars,Hangar de marché,TAMANDÉ,2166667,p,N
2964,Construction des boutiques et hangars,Hangar de marché,BIRNI-KANKOULKA,2166667,p,N
3027,Construction des boutiques et hangars,Hangar de marché,TASSIGOUROU,2166667,p,N
3050,Construction des boutiques et hangars,Hangar de marché,YAKABISSI,2166667,p,N
3125,Construction des boutiques et hangars,Hangar de marché,ANANDANA,2166667,p,N
3105,Construction des boutiques et hangars,Hangar de marché,SÈTRAH,2166667,p,N
8891,Construction des boutiques et hangars au marché de BOGO BOGO,Hangar de marché,MAMASSY-GOURMA,2166667,p,N
4745,Construction des boutiques grand et moyen plus magasins dans le marché de Taïfa,Boutique,GAH,2166667,p,N
7367,Construction des boutiques marchands,Boutique,BAGARIA,2166667,p,N
11666,Construction des boutiques modernes dans le marché,Boutique,KPÉRINKPÉ,2166667,p,N
11609,Construction des boutiques modernes dans le marché,Boutique,DIKOUMINI,2166667,p,N
6115,Construction des boutiques pour le marché,Boutique,SÉKO-KPAROU,2166667,p,N
15191,Construction des boutiques pour le marché,Boutique,KPÉRÉHOUN,2166667,p,N
10777,Construction des boutiques supplémentaires dans le marché de Ségbana,Boutique,GUÉNÉ KOUZI,2166667,p,N
10747,Construction des boutiques supplémentaires dans le marché de Ségbana,Boutique,KPASSANA,2166667,p,N
4529,Construction des caniveaux,Autre,ASSION,2166667,p,N
8858,Construction des caniveaux pour contrôler l'inondation dans le marché,Hangar de marché,BANHOUN-KPO,2166667,p,N
7970,Construction des caniveaux pour la conduite de l’eau,Autre,KPAWOLOU DE NIKKI,2166667,p,N
10363,Construction des caniveaux pour l'évaluation de l'eau dans le quartier,Caniveau,TASSI-ZÉNON,2166667,p,N
10314,Construction des caniveaux pour l'évaluation de l'eau de pluie,Autre,GALIEL,2166667,p,N
6156,Construction des dépotoirs d'ordures,Blocs de latrines publiques modernes,BOURI,2166667,p,N
7753,Construction des dos-dals,Autre,OUÉNOU -NIKKI,2166667,p,N
7762,Construction des douches et latrines,Blocs de latrines publiques modernes,OUROUMON,2166667,p,N
7783,Construction des douches et latrines,Blocs de latrines publiques modernes,OUROUMONSI- PEULH,2166667,p,N
7801,Construction des douches et latrines,Blocs de latrines publiques modernes,FOMBAWI,2166667,p,N
4866,Construction des douches publiques au sein du marché,Hangar de marché,GUIGUISSO,2166667,p,N
13811,Construction des etagères,Autre,PENITINGOU,2166667,p,N
13832,Construction des étagères,Autre,TORA,2166667,p,N
8859,Construction des étals et entrepôts,Autre,BANHOUN-KPO,2166667,p,N
8838,Construction des étals et entrepôts,Autre,MOUSSOUKOURÉ,2166667,p,N
4330,Construction des forages en tenant compte des camps peulhs,Forage simple,GNALO,2166667,p,N
4309,Construction des forages pour améliorer l'accès à l'eau potable dans les ménages,Forage simple,DAKA,2166667,p,N
5607,Construction des hangar,Hangar de marché,BANAGBASSON,2166667,p,N
3599,Construction des hangards,Hangar de marché,WAKITÈ,2166667,p,N
3563,Construction des hangards,Hangar de marché,SONAHOLOU,2166667,p,N
3402,Construction des hangards dans le marché,Hangar de marché,BIRNI-KPÉBIROU,2166667,p,N
3778,Construction des hangar et boutique dans le marché,Hangar de marché,KANTÈ,2166667,p,N
3814,Construction des hangar et boutique dans le marché,Hangar de marché,KOUKOULOUNDA,2166667,p,N
3854,Construction des hangar et boutique dans le marché pasalouma,Hangar de marché,KPÉLOUDÈ,2166667,p,N
3834,Construction des hangar et boutique dans le marché pasalouma,Hangar de marché,KPÉLITÉ,2166667,p,N
13061,CONSTRUCTION DES HANGAR POUR LA TRANSFORMATION,Hangar de marché,DÈKÈROU,2166667,p,N
13962,Construction des hangars,Hangar de marché,BORIBANSIFA,2166667,p,N
7800,Construction des hangars,Hangar de marché,FOMBAWI,2166667,p,N
11592,Construction des hangars,Hangar de marché,YINSIGA,2166667,p,N
8593,Construction des hangars,Hangar de marché,POURAMPARÈ,2166667,p,N
13851,Construction des hangars,Hangar de marché,FATIYA,2166667,p,N
11047,Construction des hangars,Hangar de marché,SAMTIMBARA,2166667,p,N
8574,Construction des hangars,Hangar de marché,OUÉNOU,2166667,p,N
15189,Construction des hangars,Hangar de marché,KPÉRÉHOUN,2166667,p,N
7760,Construction des hangars,Hangar de marché,OUROUMON,2166667,p,N
12350,Construction des hangars,Hangar de marché,MÊLAN,2166667,p,N
8554,Construction des hangars,Hangar de marché,DANKOUROU,2166667,p,N
11562,Construction des hangars,Hangar de marché,GNAMPOLI,2166667,p,N
13503,Construction des hangars,Hangar de marché,HOLLI DE NODI,2166667,p,N
3715,Construction des hangars,Hangar de marché,ADJÊDÈ,2166667,p,N
3676,Construction des hangars,Hangar de marché,YAMSALÉ,2166667,p,N
4074,Construction des hangars,Hangar de marché,AGBANDARÈ,2166667,p,N
4294,Construction des hangars,Hangar de marché,BAPARAPÉÏ,2166667,p,N
4314,Construction des hangars,Hangar de marché,DAKA,2166667,p,N
4114,Construction des hangars,Hangar de marché,KOUBLY,2166667,p,N
4334,Construction des hangars,Hangar de marché,GNALO,2166667,p,N
4154,Construction des hangars,Hangar de marché,TCHINGAYARÉ,2166667,p,N
7993,Construction des hangars,Hangar de marché,SAKABANSI,2166667,p,N
11580,Construction des hangars,Hangar de marché,KAOBAGOU,2166667,p,N
8195,Construction des hangars,Hangar de marché,GORI,2166667,p,N
4135,Construction des hangars,Hangar de marché,OURAMARÉ,2166667,p,N
11027,Construction des Hangars,Hangar de marché,BATAZI,2166667,p,N
6161,Construction des hangars à Bouri,Hangar de marché,BOURI,2166667,p,N
4808,Construction des hangars à étage au profit du marché de Taïfa,Hangar de marché,SASSIROU,2166667,p,N
4864,Construction des hangars au centre du marché,Hangar de marché,GUIGUISSO,2166667,p,N
6153,Construction des hangars au marché,Hangar de marché,BOURI,2166667,p,N
6193,Construction des hangars au marché,Hangar de marché,GUESSOU-NORD,2166667,p,N
6213,Construction des hangars au marché,Hangar de marché,GANRO,2166667,p,N
14084,Construction des hangars au marché à bétail de sakabanssi,Hangar de marché,BOUKANÈRÈ,2166667,p,N
14061,Construction des hangars au marché à bétail de sakabanssi,Hangar de marché,BARKÈDJÈ,2166667,p,N
3695,Construction des hangars Au marché Assibi,Hangar de marché,KOMDÈ,2166667,p,N
14063,Construction des hangars au marché de Boucanèrè,Hangar de marché,BARKÈDJÈ,2166667,p,N
6173,Construction des hangars au marché de Gamia,Hangar de marché,GAMIA-EST,2166667,p,N
9500,Construction des hangars au marché de igrigou,Hangar de marché,IGRIGOU,2166667,p,N
10929,Construction des hangars au marché de Zonzi,Hangar de marché,LOUGOU,2166667,p,N
14103,Construction des hangars au marché taki sari de Nikki,Hangar de marché,TONTAROU,2166667,p,N
14123,Construction des hangars au marché taki sari de Nikki,Hangar de marché,TONTAROU-PEULH,2166667,p,N
14143,Construction des hangars au marché taki sari de Nikki,Hangar de marché,DANRI,2166667,p,N
6133,Construction des hangars au niveau du marché,Hangar de marché,BAOURA,2166667,p,N
6073,Construction des hangars au niveau du marché,Hangar de marché,KPARO,2166667,p,N
6113,Construction des hangars au niveau du marché de Sèkèrè,Hangar de marché,SÉKO-KPAROU,2166667,p,N
4765,Construction des hangars au profit du marché,Hangar de marché,MORWATCHOHI,2166667,p,N
4904,Construction des hangars au profit du marché de Frignon,Hangar de marché,DIÉPANI-BALIMBOLI,2166667,p,N
8715,Construction des hangars au profit du marché de Tamarou,Hangar de marché,TAMAROU,2166667,p,N
14303,"Construction des hangars, boutiques caniveaux, lampadaires dans le marché",Hangar de marché,BOUYÉROU,2166667,p,N
10593,construction des hangars dans le marché,Hangar de marché,GANSOSSO-GBIGA,2166667,p,N
7939,Construction des hangars dans le marché,Hangar de marché,MONNON DE NIKKI,2166667,p,N
11789,Construction des hangars dans le marché,Hangar de marché,NATIÉNI,2166667,p,N
12209,Construction des hangars dans le marché,Hangar de marché,DIPOKORFONTRI,2166667,p,N
8903,Construction des hangars dans le marché,Hangar de marché,BIRNI LAFIA,2166667,p,N
12237,Construction des hangars dans le marché,Hangar de marché,KOUPORGOU,2166667,p,N
6233,Construction des hangars dans le marché,Hangar de marché,GNINSY,2166667,p,N
4623,Construction des hangars dans le marché,Hangar de marché,PARTAGO DE ALEDJO,2166667,p,N
7740,Construction des hangars dans le marché,Hangar de marché,OUÉNOU -NIKKI,2166667,p,N
7780,Construction des hangars dans le marché,Hangar de marché,OUROUMONSI- PEULH,2166667,p,N
14971,Construction des hangars dans le marché à boukanèrè,Hangar de marché,YAKO-KPAROU,2166667,p,N
14951,Construction des hangars dans le marché à boukanèrè,Hangar de marché,SONWORÉ,2166667,p,N
14911,Construction des hangars dans le marché à sakabansi,Hangar de marché,GOURÉ-GBATA,2166667,p,N
4825,Construction des hangars dans le marché de Bassila,Hangar de marché,APPI,2166667,p,N
4883,Construction des hangars dans le marché de Bassila,Hangar de marché,BASSILA BAKABAKA,2166667,p,N
14912,Construction des hangars dans le marché de bétail à sakabansi,Hangar de marché,GOURÉ-GBATA,2166667,p,N
9083,Construction des hangars dans le marché de Birni-lafia.,Hangar de marché,TONDIKOARIA,2166667,p,N
8938,Construction des hangars dans le marché de Birni-Lafia,Hangar de marché,GOROUKAMBOU,2166667,p,N
8920,Construction des hangars dans le marché de Birni-Lafia,Hangar de marché,TONDOOBON,2166667,p,N
8333,Construction des hangars dans le marché de Bouca,Hangar de marché,KARÈL,2166667,p,N
15041,Construction des hangars dans le marché de boukombé,Hangar de marché,KOUNTCHOUGOU,2166667,p,N
11959,Construction des hangars dans le marché de Boukombé,Hangar de marché,KOUMAGOU,2166667,p,N
11899,Construction des hangars dans le marché de Boukombé,Hangar de marché,KOUMONTCHIRGOU,2166667,p,N
11938,Construction des hangars dans le marché de Boukombé centre,Hangar de marché,KOUDAHONGOU,2166667,p,N
4902,Construction des hangars dans le marché de Diépani-Balimboli,Hangar de marché,DIÉPANI-BALIMBOLI,2166667,p,N
4846,Construction des hangars dans le marché de dogué,Hangar de marché,DOGUÈ,2166667,p,N
6253,Construction des hangars dans le marché de Gninsy,Hangar de marché,GOROBANI DE GNINSY,2166667,p,N
12018,Construction des hangars dans le marché de Korontière,Hangar de marché,KOUTCHATIÉ,2166667,p,N
12162,Construction des hangars dans le marché de Korontière,Hangar de marché,TASSAYOTA,2166667,p,N
12142,Construction des hangars dans le marché de Korontière,Hangar de marché,KOUYA,2166667,p,N
12122,Construction des hangars dans le marché de Korontière,Hangar de marché,KÊYORDAKÊ,2166667,p,N
12497,Construction des hangars dans le marché de kouporgou,Hangar de marché,KOUTCHA-KOUMAGOU,2166667,p,N
12517,Construction des hangars dans le marché de kouporgou,Hangar de marché,KOUTOUTOUGOU,2166667,p,N
12305,Construction des hangars dans le marché de Kouporgou,Hangar de marché,KOUSSAKOU,2166667,p,N
6373,Construction des hangars dans le marché de Nassy,Hangar de marché,NASSY-GANDO,2166667,p,N
12387,Construction des hangars dans le marché de salmaga,Hangar de marché,TABA,2166667,p,N
12406,Construction des hangars dans le marché de salmaga,Hangar de marché,PÉNÉLAN,2166667,p,N
12427,Construction des hangars dans le marché de salmaga,Hangar de marché,NIORO- KOLINA,2166667,p,N
12446,Construction des hangars dans le marché de salmanga,Hangar de marché,OULI,2166667,p,N
5199,Construction des hangars dans le marché de SALMANGA,Hangar de marché,BAYAKOU,2166667,p,N
10778,Construction des hangars dans le marché de Ségbana,Hangar de marché,GUÉNÉ KOUZI,2166667,p,N
10748,Construction des hangars dans le marché de Ségbana,Hangar de marché,KPASSANA,2166667,p,N
12368,Construction des hangars dans le marché et réfection des hangars existants,Hangar de marché,WOLO,2166667,p,N
8254,Construction des hangars dans le marché Takissari,Hangar de marché,TOTOROU,2166667,p,N
8234,Construction des hangars dans le marché Takissari,Hangar de marché,KPARISSÉROU,2166667,p,N
8213,Construction des hangars dans le marché Takissari,Hangar de marché,GOUROU DE NIKKI,2166667,p,N
11859,Construction des hangars de 12 places dans le marché de Boukombé,Hangar de marché,KOUTAGOU,2166667,p,N
15153,Construction des hangars de marche,Hangar de marché,GOUNTIA,2166667,p,N
4382,Construction des hangars de marché,Hangar de marché,MANIGRI OKÉ IGBOÉLÉ,2166667,p,N
10910,Construction des hangars de marché à Fondo,Hangar de marché,PIAMI,2166667,p,N
10871,Construction des hangars de marché à Fondo,Hangar de marché,FONDO,2166667,p,N
10887,Construction des hangars de marché à Galounzi,Hangar de marché,KOROWI,2166667,p,N
10990,Construction des hangars de marché à Gando Loukassa,Hangar de marché,KAMANAN,2166667,p,N
10969,Construction des hangars de marché à Gbékakarou,Hangar de marché,GBÈKAKAROU,2166667,p,N
10930,Construction des hangars de marché à Guéné Laga,Hangar de marché,LOUGOU,2166667,p,N
10872,Construction des hangars de marché à Iko,Hangar de marché,FONDO,2166667,p,N
10890,Construction des hangars de marché à korowi,Hangar de marché,KOROWI,2166667,p,N
10970,Construction des hangars de marché à Niambara,Hangar de marché,GBÈKAKAROU,2166667,p,N
10991,Construction des hangars de marché à Sinwan,Hangar de marché,KAMANAN,2166667,p,N
10949,Construction des hangars de marché à Sinwan,Hangar de marché,NIAMBARA,2166667,p,N
7701,Construction des hangars de marché de Nikki,Hangar de marché,KALI,2166667,p,N
14065,Construction des hangars de sakabanssi,Hangar de marché,BARKÈDJÈ,2166667,p,N
15151,Construction des hangars du marché de tobré,Hangar de marché,GOUNTIA,2166667,p,N
3492,Construction des hangars et boutique,Hangar de marché,AKPADÈ,2166667,p,N
6093,Construction des hangars et boutique au niveau du marché de Sèkèrè,Hangar de marché,SÈKÈRÈ-MARO,2166667,p,N
3874,Construction des hangars et boutique dans le marché de Assodè,Hangar de marché,MANKPASSI,2166667,p,N
3339,Construction des hangars et boutiques dans le marché,Hangar de marché,ATCHANKOMOU,2166667,p,N
3319,Construction des hangars et boutiques dans le marché de Badjoudè,Hangar de marché,ALITOKOUM,2166667,p,N
11880,Construction des hangars et boutiques dans le marché de Boukombé,Hangar de marché,DITCHENDIA,2166667,p,N
3413,Construction des hangars et magasins,Hangar de marché,GORGOBA,2166667,p,N
12456,Construction des hangars et réfection de ceux existants dans le marché de kouporgou,Hangar de marché,KOUKPINTIEGOU,2166667,p,N
11548,"Construction des hangars,  latrines publiques , forage équipé de photovoltaïque et lampadaire solaire et magasin au profit du marché de Guilmaro",Forage simple,SÉRI,2166667,p,N
11549,"Construction des hangars,  latrines publiques , forage équipé de photovoltaïque et lampadaire solaire et magasin au profit du marché de Guilmaro",Forage simple,SÉRI,2166667,p,N
11547,"Construction des hangars,  latrines publiques , forage équipé de photovoltaïque et lampadaire solaire et magasin au profit du marché de Guilmaro",Forage simple,SÉRI,2166667,p,N
11525,"Construction des hangars,  latrines  , toilettes,  forage équipé de photovoltaïque et lampadaire solaire et magasin au profit du marché de Guilmaro",Forage simple,KPAKOU-TANKONGA,2166667,p,N
11524,"Construction des hangars,  latrines  , toilettes,  forage équipé de photovoltaïque et lampadaire solaire et magasin au profit du marché de Guilmaro",Forage simple,KPAKOU-TANKONGA,2166667,p,N
11523,"Construction des hangars,  latrines  , toilettes,  forage équipé de photovoltaïque et lampadaire solaire et magasin au profit du marché de Guilmaro",Forage simple,KPAKOU-TANKONGA,2166667,p,N
11452,"Construction des hangars,  latrines,  toilettes,  forage équipé de photovoltaïque et lampadaire solaire et magasin au profit du marché de Guilmaro",Forage simple,FOO-MAMA,2166667,p,N
11453,"Construction des hangars,  latrines,  toilettes,  forage équipé de photovoltaïque et lampadaire solaire et magasin au profit du marché de Guilmaro",Forage simple,FOO-MAMA,2166667,p,N
11451,"Construction des hangars,  latrines,  toilettes,  forage équipé de photovoltaïque et lampadaire solaire et magasin au profit du marché de Guilmaro",Forage simple,FOO-MAMA,2166667,p,N
11537,"Construction des hangars,latrines, toilettes publiques, forage équipé de photovoltaïque et lampadaire solaire et magasin au profit du marché de Guilmaro",Forage simple,OUROUFINA,2166667,p,N
11535,"Construction des hangars,latrines, toilettes publiques, forage équipé de photovoltaïque et lampadaire solaire et magasin au profit du marché de Guilmaro",Forage simple,OUROUFINA,2166667,p,N
11536,"Construction des hangars,latrines, toilettes publiques, forage équipé de photovoltaïque et lampadaire solaire et magasin au profit du marché de Guilmaro",Forage simple,OUROUFINA,2166667,p,N
3431,"Construction des hangars  , magasins et les boutiques dans le marché  Yakabissi pour protégers les commerçantes des intempéris climatique",Hangar de marché,GOUFANROU,2166667,p,N
10410,Construction des hangars modernes,Hangar de marché,WOURO-YESSO,2166667,p,N
10334,Construction des hangars modernes au niveau du marché de Malanville,Hangar de marché,TASSI-TÉDJI-BOULANGA,2166667,p,N
4748,Construction des hangars plus toilettes et éclairage public au profit du marché de Taïfa,Bloc de latrines pour les marchés locaux,GAH,2166667,p,N
13983,Construction des hangars pour la vente des fromages,Hangar de marché,DATAKOU,2166667,p,N
14002,Construction des hangars pour la vente du beurre de karité,Hangar de marché,KOKOKOU,2166667,p,N
14021,Construction des hangars pour la vente du fromage soja,Hangar de marché,TAMPATOU,2166667,p,N
14025,Construction des hangars pour les motos,Hangar de marché,TAMPATOU,2166667,p,N
10154,Construction des hangars pour les usagers dans le marché à bétail,Hangar de marché,TASSI-TÉDJI-BANIZOUNBOU,2166667,p,N
13982,Construction des hangars pour vente de légumes,Hangar de marché,DATAKOU,2166667,p,N
10796,Construction des hangars supplémentaires dans le marché,Hangar de marché,MAFOUTA-WAASSARÈ,2166667,p,N
5846,Construction de six boutiques au marché de Dunkassa,Boutique,DANGOROU,2166667,p,N
6394,Construction des latrine et des douches dans le marché de Guinagourou,Bloc de latrines pour les marchés locaux,WONDOU,2166667,p,N
3430,construction des latrines,Blocs de latrines publiques modernes,GOUFANROU,2166667,p,N
11702,Construction des latrines à quatre cabines à l’EPP de Natchénté,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires,NATCHÉNTÉ,2166667,p,N
6590,Construction des latrines au marché,Bloc de latrines pour les marchés locaux,DIGUIDIROU -PEULH,2166667,p,N
3176,Construction des latrines au profit de la communauté de sapaha,Blocs de latrines publiques modernes,SAPAHA,2166667,p,N
8698,Construction des latrines au profit du marché,Bloc de latrines pour les marchés locaux,GAH-WINRA,2166667,p,N
8716,Construction des latrines au sein du marché de Tamarou,Bloc de latrines pour les marchés locaux,TAMAROU,2166667,p,N
6570,Construction des latrines dans le marché,Bloc de latrines pour les marchés locaux,DIGUIDIROU,2166667,p,N
12346,Construction des latrines dans le marché,Bloc de latrines pour les marchés locaux,MÊLAN,2166667,p,N
3403,Construction des latrines dans le marché,Bloc de latrines pour les marchés locaux,BIRNI-KPÉBIROU,2166667,p,N
12448,Construction des latrines dans le marché,Bloc de latrines pour les marchés locaux,OULI,2166667,p,N
11981,Construction des latrines dans le marché de Boukombé,Bloc de latrines pour les marchés locaux,KOUKOUATCHIENGOU,2166667,p,N
11960,Construction des latrines dans le marché de Boukombé centre,Bloc de latrines pour les marchés locaux,KOUMAGOU,2166667,p,N
11881,Construction des latrines dans le marché de Boukombé centre,Bloc de latrines pour les marchés locaux,DITCHENDIA,2166667,p,N
12040,Construction des latrines dans le marché de Korontière,Bloc de latrines pour les marchés locaux,KOUCONGOU,2166667,p,N
12000,Construction des latrines dans le marché de Korontière,Bloc de latrines pour les marchés locaux,TADOWONTA,2166667,p,N
12518,Construction des latrines dans le marché de kouporgou,Bloc de latrines pour les marchés locaux,KOUTOUTOUGOU,2166667,p,N
12428,Construction des latrines dans le marché de salmaga,Bloc de latrines pour les marchés locaux,NIORO- KOLINA,2166667,p,N
7840,Construction des latrines et des douches dans le marché,Bloc de latrines pour les marchés locaux,SANSI,2166667,p,N
8575,Construction des latrines et des toilettes,Blocs de latrines publiques modernes,OUÉNOU,2166667,p,N
11778,Construction des latrines et des urinoirs à la maison des jeunes de l'arrondissement,Blocs de latrines publiques modernes,DIPOLI,2166667,p,N
12409,Construction des latrines et doter le marché de poubelles,Bloc de latrines pour les marchés locaux,PÉNÉLAN,2166667,p,N
3875,Construction des latrines et douche dans le marché de Assodè,Bloc de latrines pour les marchés locaux,MANKPASSI,2166667,p,N
3240,Construction des latrines et installation des poubelles pour la collecte des déchets solides,Blocs de latrines publiques modernes,LANDA,2166667,p,N
14024,Construction des latrines et urinoir,Blocs de latrines publiques modernes,TAMPATOU,2166667,p,N
11699,Construction des latrines et urinoires à la maison des jeunes et loisirs de l'arrondissement de Dipoli,Blocs de latrines publiques modernes,MANTCHARI,2166667,p,N
3009,Construction des latrines et urinoirs,Blocs de latrines publiques modernes,TAMANDÉ,2166667,p,N
14004,Construction des latrines et urinoirs,Blocs de latrines publiques modernes,KOKOKOU,2166667,p,N
2989,Construction des latrines et urinoirs,Blocs de latrines publiques modernes,KOUBORO,2166667,p,N
3126,Construction des latrines et urinoirs,Blocs de latrines publiques modernes,ANANDANA,2166667,p,N
11678,Construction des latrines et urinoirs à la maison des jeunes et loisirs,Blocs de latrines publiques modernes,KPÉRINKPÉ,2166667,p,N
11617,Construction des latrines et urinoirs à la maison des jeunes et loisirs,Blocs de latrines publiques modernes,DIKOUMINI,2166667,p,N
11638,Construction des latrines et urinoirs à la maison des jeunes et loisirs de l'arrondissement de Dipoli,Blocs de latrines publiques modernes,DIMANSOURI,2166667,p,N
11607,Construction des latrines et urinoirs dans le marché,Bloc de latrines pour les marchés locaux,DIKOUMINI,2166667,p,N
3343,Construction des latrines et urinoirs dans le marché,Bloc de latrines pour les marchés locaux,ATCHANKOMOU,2166667,p,N
3382,Construction des latrines et urinoirs dans le marché,Bloc de latrines pour les marchés locaux,KADOLASSI,2166667,p,N
3917,Construction des latrines et urinoirs dans le marché,Bloc de latrines pour les marchés locaux,WÈKÈTÈ,2166667,p,N
3321,Construction des latrines et urinoirs dans le marché,Bloc de latrines pour les marchés locaux,ALITOKOUM,2166667,p,N
3896,Construction des latrines et urinoirs dans le marché,Bloc de latrines pour les marchés locaux,ASSODÈ,2166667,p,N
12020,Construction des latrines et urinoirs dans le marché de Korontière,Bloc de latrines pour les marchés locaux,KOUTCHATIÉ,2166667,p,N
8553,Construction des latrines pour les usagers de marché,Bloc de latrines pour les marchés locaux,DANKOUROU,2166667,p,N
7369,Construction des latrines public dans le marché de péonga,Bloc de latrines pour les marchés locaux,BAGARIA,2166667,p,N
3195,Construction des latrines publics au profit de la communauté de sapaha,Blocs de latrines publiques modernes,SAPAHA,2166667,p,N
14305,Construction des latrines publique au profit des usagers du marché,Bloc de latrines pour les marchés locaux,BOUYÉROU,2166667,p,N
14125,Construction des latrines publique dans le marché taki sari,Bloc de latrines pour les marchés locaux,TONTAROU-PEULH,2166667,p,N
